date,new_cases_smoothed,new_cases_smoothed_per_million,new_deaths_smoothed,reproduction_rate,people_fully_vaccinated_per_hundred,hospital_patients,icu_patients
2022-10-13,5524.86,210.86,14.57,1.26,0.0,1425.0,34.0
2022-10-14,5524.86,210.86,14.57,1.24,0.0,1425.0,34.0
2022-10-15,5524.86,210.86,14.57,1.23,0.0,1425.0,34.0
2022-10-16,4475.29,170.81,10.57,1.24,0.0,1425.0,34.0
2022-10-17,4475.29,170.81,10.57,1.25,0.0,1425.0,34.0
2022-10-18,4475.29,170.81,10.57,1.27,0.0,1425.0,34.0
2022-10-19,4475.29,170.81,10.57,1.31,0.0,1425.0,34.0
2022-10-20,4475.29,170.81,10.57,1.34,0.0,1433.0,42.0
2022-10-21,4475.29,170.81,10.57,1.28,0.0,1433.0,42.0
2022-10-22,4475.29,170.81,10.57,1.26,0.0,1433.0,42.0
2022-10-23,4231.43,161.5,14.71,1.24,0.0,1433.0,42.0
2022-10-24,4231.43,161.5,14.71,1.23,0.0,1433.0,42.0
2022-10-25,4231.43,161.5,14.71,1.21,0.0,1433.0,42.0
2022-10-26,4231.43,161.5,14.71,1.19,0.0,1433.0,42.0
2022-10-27,4231.43,161.5,14.71,1.18,0.0,1348.0,48.0
2022-10-28,4231.43,161.5,14.71,1.25,0.0,1348.0,48.0
2022-10-29,4231.43,161.5,14.71,1.28,0.0,1348.0,48.0
2022-10-30,4337.57,165.55,12.14,1.29,0.0,1348.0,48.0
2022-10-31,4337.57,165.55,12.14,1.3,0.0,1348.0,48.0
2022-11-01,4337.57,165.55,12.14,1.31,0.0,1348.0,48.0
2022-11-02,4337.57,165.55,12.14,1.32,0.0,1348.0,48.0
2022-11-03,4337.57,165.55,12.14,1.35,0.0,1395.0,37.0
2022-11-04,4337.57,165.55,12.14,1.42,0.0,1395.0,37.0
2022-11-05,4337.57,165.55,12.14,1.44,0.0,1395.0,37.0
2022-11-06,5109.0,194.99,15.86,1.45,0.0,1395.0,37.0
2022-11-07,5109.0,194.99,15.86,1.46,0.0,1395.0,37.0
2022-11-08,5109.0,194.99,15.86,1.47,0.0,1395.0,37.0
2022-11-09,5109.0,194.99,15.86,1.48,0.0,1395.0,37.0
2022-11-10,5109.0,194.99,15.86,1.48,0.0,1796.0,66.0
2022-11-11,5109.0,194.99,15.86,1.54,0.0,1796.0,66.0
2022-11-12,5109.0,194.99,15.86,1.58,0.0,1796.0,66.0
2022-11-13,7472.86,285.21,16.57,1.59,0.0,1796.0,66.0
2022-11-14,7472.86,285.21,16.57,1.6,0.0,1796.0,66.0
2022-11-15,7472.86,285.21,16.57,1.61,0.0,1796.0,66.0
2022-11-16,7472.86,285.21,16.57,1.64,0.0,1796.0,66.0
2022-11-17,7472.86,285.21,16.57,1.66,0.0,2129.0,61.0
2022-11-18,7472.86,285.21,16.57,1.58,0.0,2129.0,61.0
2022-11-19,7472.86,285.21,16.57,1.54,0.0,2129.0,61.0
2022-11-20,10510.43,401.15,22.0,1.52,0.0,2129.0,61.0
2022-11-21,10510.43,401.15,22.0,1.51,0.0,2129.0,61.0
2022-11-22,10510.43,401.15,22.0,1.51,0.0,2129.0,61.0
2022-11-23,10510.43,401.15,22.0,1.51,0.0,2129.0,61.0
2022-11-24,10510.43,401.15,22.0,1.5,0.0,2513.0,81.0
2022-11-25,10510.43,401.15,22.0,1.52,0.0,2513.0,81.0
2022-11-26,10510.43,401.15,22.0,1.52,0.0,2513.0,81.0
2022-11-27,11915.29,454.76,25.43,1.52,0.0,2513.0,81.0
2022-11-28,11915.29,454.76,25.43,1.53,0.0,2513.0,81.0
2022-11-29,11915.29,454.76,25.43,1.55,0.0,2513.0,81.0
2022-11-30,11915.29,454.76,25.43,1.6,0.0,2513.0,81.0
2022-12-01,11915.29,454.76,25.43,1.63,0.0,2794.0,81.0
2022-12-02,11915.29,454.76,25.43,1.57,0.0,2794.0,81.0
2022-12-03,11915.29,454.76,25.43,1.52,0.0,2794.0,81.0
2022-12-04,13985.29,533.77,37.0,1.49,0.0,2794.0,81.0
2022-12-05,13985.29,533.77,37.0,1.47,0.0,2794.0,81.0
2022-12-06,13985.29,533.77,37.0,1.46,0.0,2794.0,81.0
2022-12-07,13985.29,533.77,37.0,1.46,0.0,2794.0,81.0
2022-12-08,13985.29,533.77,37.0,1.44,0.0,3076.0,94.0
2022-12-09,13985.29,533.77,37.0,1.41,0.0,3076.0,94.0
2022-12-10,13985.29,533.77,37.0,1.38,0.0,3076.0,94.0
2022-12-11,15414.57,588.32,38.86,1.36,0.0,3076.0,94.0
2022-12-12,15414.57,588.32,38.86,1.35,0.0,3076.0,94.0
2022-12-13,15414.57,588.32,38.86,1.34,0.0,3076.0,94.0
2022-12-14,15414.57,588.32,38.86,1.34,0.0,3076.0,94.0
2022-12-15,15414.57,588.32,38.86,1.33,0.0,3425.0,95.0
2022-12-16,15414.57,588.32,38.86,1.33,0.0,3425.0,95.0
2022-12-17,15414.57,588.32,38.86,1.3,0.0,3425.0,95.0
2022-12-18,16002.29,610.75,42.71,1.28,0.0,3425.0,95.0
2022-12-19,16002.29,610.75,42.71,1.26,0.0,3425.0,95.0
2022-12-20,16002.29,610.75,42.71,1.24,0.0,3425.0,95.0
2022-12-21,16002.29,610.75,42.71,1.22,0.0,3425.0,95.0
2022-12-22,16002.29,610.75,42.71,1.2,0.0,3459.0,100.0
2022-12-23,16002.29,610.75,42.71,1.14,0.0,3459.0,100.0
2022-12-24,16002.29,610.75,42.71,1.09,0.0,3459.0,100.0
2022-12-25,15474.57,590.61,47.71,1.04,0.0,3459.0,100.0
2022-12-26,15474.57,590.61,47.71,0.98,0.0,3459.0,100.0
2022-12-27,15474.57,590.61,47.71,0.92,0.0,3459.0,100.0
2022-12-28,15474.57,590.61,47.71,0.83,0.0,3459.0,100.0
2022-12-29,15474.57,590.61,47.71,0.76,0.0,3665.0,121.0
2022-12-30,15474.57,590.61,47.71,0.8,0.0,3665.0,121.0
2022-12-31,15474.57,590.61,47.71,0.84,0.0,3665.0,121.0
2023-01-01,13074.0,498.99,156.29,0.86,0.0,3665.0,121.0
2023-01-02,13074.0,498.99,156.29,0.87,0.0,3665.0,121.0
2023-01-03,13074.0,498.99,156.29,0.87,0.0,3665.0,121.0
2023-01-04,13074.0,498.99,156.29,0.87,0.0,3665.0,121.0
2023-01-05,13074.0,498.99,156.29,0.87,0.0,3493.0,121.0
2023-01-06,13074.0,498.99,156.29,0.87,0.0,3493.0,121.0
2023-01-07,13074.0,498.99,156.29,0.87,0.0,3493.0,121.0
2023-01-08,12427.0,474.3,0.0,0.87,0.0,3493.0,121.0
2023-01-09,12427.0,474.3,0.0,0.87,0.0,3493.0,121.0
2023-01-10,12427.0,474.3,0.0,0.87,0.0,3493.0,121.0
2023-01-11,12427.0,474.3,0.0,0.87,0.0,3493.0,121.0
2023-01-12,12427.0,474.3,0.0,0.87,0.0,2843.0,92.0
2023-01-13,12427.0,474.3,0.0,0.87,0.0,2843.0,92.0
2023-01-14,12427.0,474.3,0.0,0.87,0.0,2843.0,92.0
2023-01-15,6571.86,250.82,0.0,0.87,0.0,2843.0,92.0
2023-01-16,6571.86,250.82,0.0,0.87,0.0,2843.0,92.0
2023-01-17,6571.86,250.82,0.0,0.87,0.0,2843.0,92.0
2023-01-18,6571.86,250.82,0.0,0.87,0.0,2843.0,92.0
2023-01-19,6571.86,250.82,0.0,0.87,0.0,2300.0,61.0
2023-01-20,6571.86,250.82,0.0,0.87,0.0,2300.0,61.0
2023-01-21,6571.86,250.82,0.0,0.87,0.0,2300.0,61.0
2023-01-22,4415.57,168.53,0.0,0.87,0.0,2300.0,61.0
2023-01-23,4415.57,168.53,0.0,0.87,0.0,2300.0,61.0
2023-01-24,4415.57,168.53,0.0,0.87,0.0,2300.0,61.0
2023-01-25,4415.57,168.53,0.0,0.87,0.0,2300.0,61.0
2023-01-26,4415.57,168.53,0.0,0.87,0.0,1954.0,48.0
2023-01-27,4415.57,168.53,0.0,0.87,0.0,1954.0,48.0
2023-01-28,4415.57,168.53,0.0,0.87,0.0,1954.0,48.0
2023-01-29,3148.71,120.18,0.0,0.87,0.0,1954.0,48.0
2023-01-30,3148.71,120.18,0.0,0.87,0.0,1954.0,48.0
2023-01-31,3148.71,120.18,0.0,0.87,0.0,1954.0,48.0
2023-02-01,3148.71,120.18,0.0,0.87,0.0,1954.0,48.0
2023-02-02,3148.71,120.18,0.0,0.87,0.0,1663.0,52.0
2023-02-03,3148.71,120.18,0.0,0.87,0.0,1663.0,52.0
2023-02-04,3148.71,120.18,0.0,0.87,0.0,1663.0,52.0
2023-02-05,2703.14,103.17,165.86,0.87,0.0,1663.0,52.0
2023-02-06,2703.14,103.17,165.86,0.87,0.0,1663.0,52.0
2023-02-07,2703.14,103.17,165.86,0.87,0.0,1663.0,52.0
2023-02-08,2703.14,103.17,165.86,0.87,0.0,1663.0,52.0
2023-02-09,2703.14,103.17,165.86,0.87,0.0,1434.0,44.0
2023-02-10,2703.14,103.17,165.86,0.87,0.0,1434.0,44.0
2023-02-11,2703.14,103.17,165.86,0.87,0.0,1434.0,44.0
2023-02-12,2438.14,93.06,13.71,0.87,0.0,1434.0,44.0
2023-02-13,2438.14,93.06,13.71,0.87,0.0,1434.0,44.0
2023-02-14,2438.14,93.06,13.71,0.87,0.0,1434.0,44.0
2023-02-15,2438.14,93.06,13.71,0.87,0.0,1434.0,44.0
2023-02-16,2438.14,93.06,13.71,0.87,0.0,1329.0,45.0
2023-02-17,2438.14,93.06,13.71,0.87,0.0,1329.0,45.0
2023-02-18,2438.14,93.06,13.71,0.87,0.0,1329.0,45.0
2023-02-19,2561.0,97.74,12.71,0.87,0.0,1329.0,45.0
2023-02-20,2561.0,97.74,12.71,0.87,0.0,1329.0,45.0
2023-02-21,2561.0,97.74,12.71,0.87,0.0,1329.0,45.0
2023-02-22,2561.0,97.74,12.71,0.87,0.0,1329.0,45.0
2023-02-23,2561.0,97.74,12.71,0.87,0.0,1315.0,35.0
2023-02-24,2561.0,97.74,12.71,0.87,0.0,1315.0,35.0
2023-02-25,2561.0,97.74,12.71,0.87,0.0,1315.0,35.0
2023-02-26,2544.86,97.13,12.86,0.87,0.0,1315.0,35.0
2023-02-27,2544.86,97.13,12.86,0.87,0.0,1315.0,35.0
2023-02-28,2544.86,97.13,12.86,0.87,0.0,1315.0,35.0
2023-03-01,2544.86,97.13,12.86,0.87,0.0,1315.0,35.0
2023-03-02,2544.86,97.13,12.86,0.87,0.0,1338.0,32.0
2023-03-03,2544.86,97.13,12.86,0.87,0.0,1338.0,32.0
2023-03-04,2544.86,97.13,12.86,0.87,0.0,1338.0,32.0
2023-03-05,2608.86,99.57,11.14,0.87,0.0,1338.0,32.0
2023-03-06,2608.86,99.57,11.14,0.87,0.0,1338.0,32.0
2023-03-07,2608.86,99.57,11.14,0.87,0.0,1338.0,32.0
2023-03-08,2608.86,99.57,11.14,0.87,0.0,1338.0,32.0
2023-03-09,2608.86,99.57,11.14,0.87,0.0,1311.0,33.0
2023-03-10,2608.86,99.57,11.14,0.87,0.0,1311.0,33.0
2023-03-11,2608.86,99.57,11.14,0.87,0.0,1311.0,33.0
2023-03-12,2825.71,107.85,11.14,0.87,0.0,1311.0,33.0
2023-03-13,2825.71,107.85,11.14,0.87,0.0,1311.0,33.0
2023-03-14,2825.71,107.85,11.14,0.87,0.0,1311.0,33.0
2023-03-15,2825.71,107.85,11.14,0.87,0.0,1311.0,33.0
2023-03-16,2825.71,107.85,11.14,0.87,0.0,1359.0,25.0
2023-03-17,2825.71,107.85,11.14,0.87,0.0,1359.0,25.0
2023-03-18,2825.71,107.85,11.14,0.87,0.0,1359.0,25.0
2023-03-19,3097.29,118.21,12.57,0.87,0.0,1359.0,25.0
2023-03-20,3097.29,118.21,12.57,0.87,0.0,1359.0,25.0
2023-03-21,3097.29,118.21,12.57,0.87,0.0,1359.0,25.0
2023-03-22,3097.29,118.21,12.57,0.87,0.0,1359.0,25.0
2023-03-23,3097.29,118.21,12.57,0.87,0.0,1440.0,35.0
2023-03-24,3097.29,118.21,12.57,0.87,0.0,1440.0,35.0
2023-03-25,3097.29,118.21,12.57,0.87,0.0,1440.0,35.0
2023-03-26,3287.71,125.48,13.29,0.87,0.0,1440.0,35.0
2023-03-27,3287.71,125.48,13.29,0.87,0.0,1440.0,35.0
2023-03-28,3287.71,125.48,13.29,0.87,0.0,1440.0,35.0
2023-03-29,3287.71,125.48,13.29,0.87,0.0,1440.0,35.0
2023-03-30,3287.71,125.48,13.29,0.87,0.0,1567.0,34.0
2023-03-31,3287.71,125.48,13.29,0.87,0.0,1567.0,34.0
2023-04-01,3287.71,125.48,13.29,0.87,0.0,1567.0,34.0
2023-04-02,3645.86,139.15,14.71,0.87,0.0,1567.0,34.0
2023-04-03,3645.86,139.15,14.71,0.87,0.0,1567.0,34.0
2023-04-04,3645.86,139.15,14.71,0.87,0.0,1567.0,34.0
2023-04-05,3645.86,139.15,14.71,0.87,0.0,1567.0,34.0
2023-04-06,3645.86,139.15,14.71,0.87,0.0,1709.0,47.0
2023-04-07,3645.86,139.15,14.71,0.87,0.0,1709.0,47.0
2023-04-08,3645.86,139.15,14.71,0.87,0.0,1709.0,47.0
2023-04-09,3950.0,150.76,17.57,0.87,0.0,1709.0,47.0
2023-04-10,3950.0,150.76,17.57,0.87,0.0,1709.0,47.0
2023-04-11,3950.0,150.76,17.57,0.87,0.0,1709.0,47.0
2023-04-12,3950.0,150.76,17.57,0.87,0.0,1709.0,47.0
2023-04-13,3950.0,150.76,17.57,0.87,0.0,1943.0,42.0
2023-04-14,3950.0,150.76,17.57,0.87,0.0,1943.0,42.0
2023-04-15,3950.0,150.76,17.57,0.87,0.0,1943.0,42.0
2023-04-16,3865.0,147.51,18.71,0.87,0.0,1943.0,42.0
2023-04-17,3865.0,147.51,18.71,0.87,0.0,1943.0,42.0
2023-04-18,3865.0,147.51,18.71,0.87,0.0,1943.0,42.0
2023-04-19,3865.0,147.51,18.71,0.87,0.0,1943.0,42.0
2023-04-20,3865.0,147.51,18.71,0.87,0.0,2043.0,55.0
2023-04-21,3865.0,147.51,18.71,0.87,0.0,2043.0,55.0
2023-04-22,3865.0,147.51,18.71,0.87,0.0,2043.0,55.0
2023-04-23,4280.86,163.38,20.86,0.87,0.0,2043.0,55.0
2023-04-24,4280.86,163.38,20.86,0.87,0.0,2043.0,55.0
2023-04-25,4280.86,163.38,20.86,0.87,0.0,2043.0,55.0
2023-04-26,4280.86,163.38,20.86,0.87,0.0,2043.0,55.0
2023-04-27,4280.86,163.38,20.86,0.87,0.0,2321.0,72.0
2023-04-28,4280.86,163.38,20.86,0.87,0.0,2321.0,72.0
2023-04-29,4280.86,163.38,20.86,0.87,0.0,2321.0,72.0
2023-04-30,4204.43,160.47,22.14,0.87,0.0,2321.0,72.0
2023-05-01,4204.43,160.47,22.14,0.87,0.0,2321.0,72.0
2023-05-02,4204.43,160.47,22.14,0.87,0.0,2321.0,72.0
2023-05-03,4204.43,160.47,22.14,0.87,0.0,2321.0,72.0
2023-05-04,4204.43,160.47,22.14,0.87,0.0,2350.0,63.0
2023-05-05,4204.43,160.47,22.14,0.87,0.0,2350.0,63.0
2023-05-06,4204.43,160.47,22.14,0.87,0.0,2350.0,63.0
2023-05-07,4237.57,161.73,24.71,0.87,0.0,2350.0,63.0
2023-05-08,4237.57,161.73,24.71,0.87,0.0,2350.0,63.0
2023-05-09,4237.57,161.73,24.71,0.87,0.0,2350.0,63.0
2023-05-10,4237.57,161.73,24.71,0.87,0.0,2350.0,63.0
2023-05-11,4237.57,161.73,24.71,0.87,0.0,2272.0,60.0
2023-05-12,4237.57,161.73,24.71,0.87,0.0,2272.0,60.0
2023-05-13,4237.57,161.73,24.71,0.87,0.0,2272.0,60.0
2023-05-14,4551.29,173.71,24.71,0.87,0.0,2272.0,60.0
2023-05-15,4551.29,173.71,24.71,0.87,0.0,2272.0,60.0
2023-05-16,4551.29,173.71,24.71,0.87,0.0,2272.0,60.0
2023-05-17,4551.29,173.71,24.71,0.87,0.0,2272.0,60.0
2023-05-18,4551.29,173.71,24.71,0.87,0.0,2345.0,58.0
2023-05-19,4551.29,173.71,24.71,0.87,0.0,2345.0,58.0
2023-05-20,4551.29,173.71,24.71,0.87,0.0,2345.0,58.0
2023-05-21,5388.57,205.66,24.29,0.87,0.0,2345.0,58.0
2023-05-22,5388.57,205.66,24.29,0.87,0.0,2345.0,58.0
2023-05-23,5388.57,205.66,24.29,0.87,0.0,2345.0,58.0
2023-05-24,5388.57,205.66,24.29,0.87,0.0,2345.0,58.0
2023-05-25,5388.57,205.66,24.29,0.87,0.0,2535.0,72.0
2023-05-26,5388.57,205.66,24.29,0.87,0.0,2535.0,72.0
2023-05-27,5388.57,205.66,24.29,0.87,0.0,2535.0,72.0
2023-05-28,5858.86,223.61,30.43,0.87,0.0,2535.0,72.0
2023-05-29,5858.86,223.61,30.43,0.87,0.0,2535.0,72.0
2023-05-30,5858.86,223.61,30.43,0.87,0.0,2535.0,72.0
2023-05-31,5858.86,223.61,30.43,0.87,0.0,2535.0,72.0
2023-06-01,5858.86,223.61,30.43,0.87,0.0,2767.0,64.0
2023-06-02,5858.86,223.61,30.43,0.87,0.0,2767.0,64.0
2023-06-03,5858.86,223.61,30.43,0.87,0.0,2767.0,64.0
2023-06-04,5578.71,212.92,33.14,0.87,0.0,2767.0,64.0
2023-06-05,5578.71,212.92,33.14,0.87,0.0,2767.0,64.0
2023-06-06,5578.71,212.92,33.14,0.87,0.0,2767.0,64.0
2023-06-07,5578.71,212.92,33.14,0.87,0.0,2767.0,64.0
2023-06-08,5578.71,212.92,33.14,0.87,0.0,2743.0,84.0
2023-06-09,5578.71,212.92,33.14,0.87,0.0,2743.0,84.0
2023-06-10,5578.71,212.92,33.14,0.87,0.0,2743.0,84.0
2023-06-11,4732.14,180.61,32.29,0.87,0.0,2743.0,84.0
2023-06-12,4732.14,180.61,32.29,0.87,0.0,2743.0,84.0
2023-06-13,4732.14,180.61,32.29,0.87,0.0,2743.0,84.0
2023-06-14,4732.14,180.61,32.29,0.87,0.0,2743.0,84.0
2023-06-15,4732.14,180.61,32.29,0.87,0.0,2419.0,70.0
2023-06-16,4732.14,180.61,32.29,0.87,0.0,2419.0,70.0
2023-06-17,4732.14,180.61,32.29,0.87,0.0,2419.0,70.0
2023-06-18,3252.71,124.14,26.14,0.87,0.0,2419.0,70.0
2023-06-19,3252.71,124.14,26.14,0.87,0.0,2419.0,70.0
2023-06-20,3252.71,124.14,26.14,0.87,0.0,2419.0,70.0
2023-06-21,3252.71,124.14,26.14,0.87,0.0,2419.0,70.0
2023-06-22,3252.71,124.14,26.14,0.87,0.0,2119.0,60.0
2023-06-23,3252.71,124.14,26.14,0.87,0.0,2119.0,60.0
2023-06-24,3252.71,124.14,26.14,0.87,0.0,2119.0,60.0
2023-06-25,2403.14,91.72,8.43,0.87,0.0,2119.0,60.0
2023-06-26,2403.14,91.72,8.43,0.87,0.0,2119.0,60.0
2023-06-27,2403.14,91.72,8.43,0.87,0.0,2119.0,60.0
2023-06-28,2403.14,91.72,8.43,0.87,0.0,2119.0,60.0
2023-06-29,2403.14,91.72,8.43,0.87,0.0,1914.0,40.0
2023-06-30,2403.14,91.72,8.43,0.87,0.0,1914.0,40.0
2023-07-01,2403.14,91.72,8.43,0.87,0.0,1914.0,40.0
2023-07-02,1935.86,73.89,0.0,0.87,0.0,1914.0,40.0
2023-07-03,1935.86,73.89,0.0,0.87,0.0,1914.0,40.0
2023-07-04,1935.86,73.89,0.0,0.87,0.0,1914.0,40.0
2023-07-05,1935.86,73.89,0.0,0.87,0.0,1914.0,40.0
2023-07-06,1935.86,73.89,0.0,0.87,0.0,1703.0,38.0
2023-07-07,1935.86,73.89,0.0,0.87,0.0,1703.0,38.0
2023-07-08,1935.86,73.89,0.0,0.87,0.0,1703.0,38.0
2023-07-09,1501.57,57.31,0.0,0.87,0.0,1703.0,38.0
2023-07-10,1501.57,57.31,0.0,0.87,0.0,1703.0,38.0
2023-07-11,1501.57,57.31,0.0,0.87,0.0,1703.0,38.0
2023-07-12,1501.57,57.31,0.0,0.87,0.0,1703.0,38.0
2023-07-13,1501.57,57.31,0.0,0.87,0.0,1462.0,46.0
2023-07-14,1501.57,57.31,0.0,0.87,0.0,1462.0,46.0
2023-07-15,1501.57,57.31,0.0,0.87,0.0,1462.0,46.0
2023-07-16,1118.0,42.67,0.0,0.87,0.0,1462.0,46.0
2023-07-17,1118.0,42.67,0.0,0.87,0.0,1462.0,46.0
2023-07-18,1118.0,42.67,0.0,0.87,0.0,1462.0,46.0
2023-07-19,1118.0,42.67,0.0,0.87,0.0,1462.0,46.0
2023-07-20,1118.0,42.67,0.0,0.87,0.0,1366.0,28.0
2023-07-21,1118.0,42.67,0.0,0.87,0.0,1366.0,28.0
2023-07-22,1118.0,42.67,0.0,0.87,0.0,1366.0,28.0
2023-07-23,927.86,35.41,0.0,0.87,0.0,1366.0,28.0
2023-07-24,927.86,35.41,0.0,0.87,0.0,1366.0,28.0
2023-07-25,927.86,35.41,0.0,0.87,0.0,1366.0,28.0
2023-07-26,927.86,35.41,0.0,0.87,0.0,1366.0,28.0
2023-07-27,927.86,35.41,0.0,0.87,0.0,1293.0,23.0
2023-07-28,927.86,35.41,0.0,0.87,0.0,1293.0,23.0
2023-07-29,927.86,35.41,0.0,0.87,0.0,1293.0,23.0
2023-07-30,789.29,30.12,12.14,0.87,0.0,1293.0,23.0
2023-07-31,789.29,30.12,12.14,0.87,0.0,1293.0,23.0
2023-08-01,789.29,30.12,12.14,0.87,0.0,1293.0,23.0
2023-08-02,789.29,30.12,12.14,0.87,0.0,1293.0,23.0
2023-08-03,789.29,30.12,12.14,0.87,0.0,1095.0,33.0
2023-08-04,789.29,30.12,12.14,0.87,0.0,1095.0,33.0
2023-08-05,789.29,30.12,12.14,0.87,0.0,1095.0,33.0
2023-08-06,772.86,29.5,8.57,0.87,0.0,1095.0,33.0
2023-08-07,772.86,29.5,8.57,0.87,0.0,1095.0,33.0
2023-08-08,772.86,29.5,8.57,0.87,0.0,1095.0,33.0
2023-08-09,772.86,29.5,8.57,0.87,0.0,1095.0,33.0
2023-08-10,772.86,29.5,8.57,0.87,0.0,995.0,26.0
2023-08-11,772.86,29.5,8.57,0.87,0.0,995.0,26.0
2023-08-12,772.86,29.5,8.57,0.87,0.0,995.0,26.0
2023-08-13,730.86,27.89,9.57,0.87,0.0,995.0,26.0
2023-08-14,730.86,27.89,9.57,0.87,0.0,995.0,26.0
2023-08-15,730.86,27.89,9.57,0.87,0.0,995.0,26.0
2023-08-16,730.86,27.89,9.57,0.87,0.0,995.0,26.0
2023-08-17,730.86,27.89,9.57,0.87,0.0,955.0,23.0
2023-08-18,730.86,27.89,9.57,0.87,0.0,955.0,23.0
2023-08-19,730.86,27.89,9.57,0.87,0.0,955.0,23.0
2023-08-20,742.0,28.32,8.0,0.87,0.0,955.0,23.0
2023-08-21,742.0,28.32,8.0,0.87,0.0,955.0,23.0
2023-08-22,742.0,28.32,8.0,0.87,0.0,955.0,23.0
2023-08-23,742.0,28.32,8.0,0.87,0.0,955.0,23.0
2023-08-24,742.0,28.32,8.0,0.87,0.0,924.0,21.0
2023-08-25,742.0,28.32,8.0,0.87,0.0,924.0,21.0
2023-08-26,742.0,28.32,8.0,0.87,0.0,924.0,21.0
2023-08-27,739.43,28.22,7.57,0.87,0.0,924.0,21.0
2023-08-28,739.43,28.22,7.57,0.87,0.0,924.0,21.0
2023-08-29,739.43,28.22,7.57,0.87,0.0,924.0,21.0
